18
898 1862
317 863 971
717 225 157
262 92 847
454 867 345
533 401 333
877 642 225
435 826 189
88 223 214
408 256 292
413 127 861
41 508 740
555 321 123
210 551 66
486 823 595
590 369 164
714 54 45
232 704 737
109 711 754
415 655 522
208 570 14
563 56 702
796 402 150
547 717 357
417 159 812
239 691 849
444 268 26
445 578 173
347 412 301
632 434 740
89 214 343
812 777 110
749 313 487
262 710 405
613 314 678
208 734 810
439 578 122
530 135 122
278 887 546
823 407 981
240 834 634
440 427 202
242 280 562
444 719 583
253 3 307
645 371 544
286 222 694
602 699 837
133 426 411
852 66 667
775 5 244
253 488 968
654 605 493
16 450 141
7 860 859
563 759 462
669 30 464
170 516 125
421 121 770
196 543 385
15 574 458
265 844 107
363 464 890
406 593 557
751 230 332
144 167 476
432 780 458
135 519 355
776 634 466
233 808 524
709 740 287
536 629 445
294 624 512
594 803 580
547 305 624
300 458 107
262 619 408
788 307 704
143 32 580
178 59 174
788 811 815
456 816 738
22 260 185
447 523 282
482 134 114
415 503 720
442 887 934
508 320 514
90 724 582
484 523 895
36 147 618
454 37 22
562 125 15
73 10 828
156 286 515
44 601 340
813 553 382
567 80 837
346 379 763
421 638 182
510 367 297
587 713 654
219 47 916
361 628 242
224 25 754
12 757 751
122 220 647
517 819 448
264 86 986
119 883 24
574 659 531
814 50 672
492 337 622
219 542 611
374 90 436
135 416 380
308 149 575
38 484 480
725 247 955
816 15 197
331 450 285
52 709 405
829 617 294
663 647 871
249 184 562
166 721 67
341 750 379
89 678 901
292 181 500
781 558 699
147 695 367
660 70 292
6 237 846
148 345 936
884 85 403
120 577 346
193 356 966
62 183 173
73 516 51
698 530 569
627 367 789
370 891 57
206 542 750
222 824 527
865 821 397
462 186 898
576 287 905
60 113 522
538 566 819
708 545 647
847 263 185
892 223 701
804 768 696
412 851 380
59 400 198
482 861 839
731 285 799
143 209 8
187 534 968
685 767 775
551 645 203
306 202 793
107 337 870
474 42 740
772 859 83
873 34 969
160 265 500
253 268 33
756 725 426
128 130 749
641 283 83
590 683 770
310 590 478
496 760 509
639 120 668
751 1 459
223 519 981
447 683 637
490 436 192
403 787 617
25 569 233
639 231 768
18 35 761
893 413 610
441 410 978
822 53 685
454 230 112
739 892 981
710 566 509
736 487 538
234 270 973
516 455 752
549 721 31
405 353 308
563 197 596
399 490 893
814 23 373
753 29 291
414 777 90
888 571 273
109 521 951
635 767 683
638 112 795
211 580 789
705 577 338
287 850 465
877 581 394
508 497 196
225 427 802
666 137 287
674 145 218
149 581 47
405 841 222
616 169 569
694 350 213
119 248 311
613 165 889
19 340 7
63 624 715
602 339 83
665 808 518
541 246 419
387 205 500
328 242 160
495 766 199
263 219 17
105 836 597
390 751 846
40 103 158
815 656 198
458 372 961
69 91 174
368 68 276
745 431 814
799 502 29
167 600 329
113 128 865
73 625 516
381 217 148
419 317 580
338 529 346
619 629 754
177 222 67
796 580 669
160 258 598
576 235 612
873 514 661
862 486 540
662 640 994
424 585 954
60 620 838
661 403 166
313 352 239
212 63 638
833 299 447
10 428 118
849 613 568
274 176 317
347 800 723
887 64 539
610 772 655
772 418 574
639 380 746
31 774 651
601 25 809
444 174 496
727 324 992
714 433 688
317 405 585
624 209 379
513 5 112
72 199 874
636 505 278
171 181 882
739 86 598
688 769 111
327 882 816
859 793 378
644 757 561
815 277 510
746 827 627
171 18 501
255 624 494
70 357 497
741 532 640
739 786 101
446 692 257
292 616 233
176 343 814
250 624 859
550 154 784
86 199 241
583 780 283
674 843 541
302 104 89
269 754 997
795 123 561
758 565 898
275 592 424
467 101 215
177 311 405
78 276 876
608 880 9
618 36 75
663 571 771
248 189 661
141 41 820
605 610 771
740 551 456
234 190 125
243 519 186
203 50 241
316 870 587
16 199 14
649 296 377
838 795 91
235 871 234
574 646 829
449 388 29
426 360 101
589 545 118
590 805 819
752 573 685
888 572 7
567 464 40
552 491 728
82 727 399
674 534 141
242 582 6
382 502 747
295 306 817
463 99 744
378 72 378
402 593 630
463 860 787
543 643 738
708 404 1
806 313 349
475 624 635
476 329 955
564 873 607
266 726 594
377 417 870
795 106 78
746 276 955
833 115 633
637 853 638
281 115 451
564 126 986
130 36 51
238 291 281
677 514 977
772 620 229
623 33 522
776 351 438
109 596 481
662 643 75
759 338 708
708 267 342
348 154 778
19 853 637
787 572 768
335 362 435
366 519 303
861 605 769
754 370 61
403 394 167
591 390 725
247 682 544
698 79 899
145 455 732
562 789 176
385 323 735
659 817 448
651 811 940
367 10 226
765 166 953
462 453 559
879 483 197
526 92 434
224 49 350
575 208 291
426 58 977
366 335 65
47 40 197
200 195 562
804 282 355
275 541 120
832 463 13
421 742 14
8 556 942
615 451 784
528 637 224
107 129 633
539 345 466
25 881 790
172 80 583
283 687 991
447 70 355
704 272 985
78 730 171
165 18 761
740 412 709
895 18 351
198 366 419
155 93 304
599 334 415
188 46 282
174 345 211
207 112 611
855 99 747
369 102 232
653 554 269
642 270 984
549 773 272
430 213 730
885 557 877
511 64 38
690 395 600
3 369 35
145 169 965
716 333 59
250 272 791
752 338 313
417 871 565
452 765 998
685 88 495
577 823 423
702 186 191
189 482 191
887 186 66
412 583 703
327 691 302
313 459 29
276 708 821
21 98 939
440 702 224
27 197 731
329 107 105
594 642 650
483 478 459
262 313 912
509 334 148
705 16 376
44 505 775
638 293 745
615 96 625
46 47 616
463 423 595
197 400 936
27 765 181
496 895 539
568 522 596
738 607 663
667 33 786
721 11 236
358 65 695
429 515 767
826 739 394
859 138 519
844 367 433
700 647 476
793 131 306
392 555 65
276 443 908
768 812 557
853 113 424
556 98 643
167 47 434
33 185 907
608 627 517
581 335 139
708 352 405
449 647 521
721 714 764
537 512 122
770 284 497
167 592 539
525 653 859
324 896 284
590 196 496
774 369 548
476 148 142
306 318 135
339 716 810
530 885 535
858 633 853
660 288 186
369 36 317
657 384 320
129 187 541
681 654 597
119 653 744
502 853 141
838 602 89
126 318 269
53 464 2
598 494 609
271 433 272
98 618 776
697 133 364
680 95 302
730 873 224
88 766 353
864 109 263
235 411 323
274 595 114
510 154 868
60 359 337
809 30 350
703 31 960
599 663 494
575 897 271
732 307 45
14 842 513
861 892 277
94 227 545
734 362 767
282 107 763
258 332 313
875 444 903
104 535 156
867 267 564
528 472 21
608 62 744
600 179 998
370 795 570
441 788 690
127 761 144
608 774 895
500 540 30
492 91 513
52 372 291
255 375 335
346 506 986
791 826 432
685 262 460
807 808 95
333 681 210
467 192 894
77 555 823
422 252 222
84 666 564
85 556 221
807 696 101
283 499 180
206 886 224
578 363 658
868 408 217
72 505 493
569 813 38
406 126 713
253 10 679
661 268 912
367 35 206
97 414 185
894 519 880
125 874 770
565 577 583
418 353 493
755 726 233
318 895 810
580 859 758
126 586 988
623 36 945
897 388 394
278 84 394
754 729 422
352 645 500
475 893 753
441 570 321
654 294 4
417 891 579
546 278 461
166 785 827
657 353 509
161 822 818
137 565 809
582 543 235
720 376 729
567 131 494
280 760 25
473 273 91
883 544 678
474 818 632
812 511 320
154 62 270
163 333 504
193 216 895
624 431 534
736 45 417
628 671 710
668 340 892
65 85 154
413 738 278
321 114 371
837 313 114
505 660 412
447 696 259
366 373 16
544 762 616
381 627 408
744 252 535
599 770 342
735 778 888
115 104 616
6 818 480
891 778 714
446 327 368
297 66 158
158 362 849
39 642 650
68 699 133
181 691 706
576 653 491
32 74 779
261 53 569
120 526 838
426 831 638
356 810 2
21 694 305
575 474 542
898 782 370
750 594 543
406 339 263
275 130 6
783 862 884
31 458 714
372 93 993
741 157 23
549 68 520
282 863 7
607 887 279
887 589 378
602 837 48
677 435 330
521 377 969
566 641 399
14 71 770
169 825 630
604 598 343
690 308 972
796 79 9
861 98 750
688 352 884
587 185 549
264 625 305
589 472 441
601 225 471
368 724 505
660 630 820
147 12 479
675 141 122
782 98 752
226 710 633
804 87 440
174 534 269
284 780 708
624 719 448
182 274 723
357 304 15
254 36 336
78 244 134
166 490 891
607 288 132
786 897 733
629 363 541
621 285 620
554 443 827
359 430 983
711 109 51
798 245 775
198 789 940
48 564 648
155 370 673
113 814 547
390 165 848
127 215 109
12 832 516
152 464 353
108 46 276
146 892 125
470 509 253
214 234 550
370 31 702
549 104 50
63 472 485
660 269 966
546 644 149
81 711 305
419 268 957
206 120 118
25 206 153
732 524 530
681 122 986
570 312 312
205 537 815
283 715 359
290 645 840
210 36 768
637 210 649
363 120 588
421 16 893
586 84 868
824 419 158
342 796 134
552 332 433
372 358 835
69 785 66
87 692 212
631 499 702
680 894 192
403 224 644
444 747 244
107 120 281
866 472 355
866 41 94
409 713 93
210 428 214
432 525 897
794 409 919
545 196 498
678 890 972
740 614 119
693 388 562
117 515 452
557 291 782
388 127 317
197 459 830
469 204 278
344 258 551
1 673 596
74 293 774
150 153 560
27 463 796
280 263 458
48 825 785
401 876 588
184 243 483
496 86 658
188 609 769
3 898 315
86 239 869
306 791 412
620 554 247
65 410 174
257 400 516
809 325 381
439 73 582
341 414 740
569 721 681
713 43 845
43 138 50
739 310 337
739 551 94
534 261 629
320 765 808
375 196 714
152 245 132
261 384 712
763 628 998
527 421 279
809 528 697
390 503 990
61 191 339
404 675 109
644 443 823
218 603 169
801 515 43
500 853 961
677 808 470
15 180 441
28 753 96
698 9 623
273 93 522
829 402 346
243 400 544
199 331 477
275 366 67
203 106 214
215 761 8
680 883 80
347 435 441
744 588 1000
895 458 952
41 1 585
674 777 465
215 280 593
160 834 899
230 203 392
270 192 775
47 701 489
165 872 338
524 659 99
737 614 795
757 873 8
108 46 112
716 335 326
129 647 137
267 304 666
158 580 745
704 343 159
569 426 175
313 199 399
237 57 756
847 774 660
776 785 621
810 450 776
334 624 440
301 573 508
810 103 250
171 365 340
71 853 943
57 767 725
313 523 980
407 144 374
577 672 811
226 384 756
401 498 728
812 129 649
681 690 881
789 326 502
14 248 435
762 541 949
197 283 201
806 32 532
842 537 430
819 171 748
600 526 998
776 289 361
548 174 122
835 843 904
287 69 134
707 828 752
733 684 798
105 247 738
491 387 758
576 244 138
207 294 349
115 234 206
48 238 199
113 621 181
728 119 979
631 76 522
105 807 304
474 664 822
883 81 376
285 822 294
224 719 938
336 885 610
541 437 262
829 19 918
313 295 771
299 392 341
611 423 799
444 3 79
282 153 721
513 864 812
180 315 723
799 321 77
566 699 773
836 750 870
756 329 289
715 550 315
373 211 373
265 773 495
653 462 550
868 505 236
852 725 382
62 14 303
333 534 897
297 892 868
166 56 281
879 374 619
268 763 558
74 644 590
329 421 99
228 99 475
745 44 645
814 851 375
388 462 730
331 337 221
543 59 96
491 134 837
363 576 196
84 369 413
808 704 9
222 71 809
156 377 269
266 832 878
27 816 18
366 898 641
574 441 267
331 848 471
337 26 813
389 776 315
607 337 639
500 257 25
821 51 849
720 43 165
309 378 674
194 708 851
833 487 276
532 15 174
625 683 989
263 98 678
502 394 683
437 830 341
679 592 36
896 295 53
785 265 433
632 890 983
507 688 773
191 772 357
770 157 95
871 547 70
851 652 863
493 760 816
194 796 133
378 457 652
728 745 113
849 600 723
433 302 540
623 639 290
416 545 474
112 758 676
478 727 920
579 685 977
132 220 57
740 262 722
596 277 408
850 374 81
503 839 62
355 538 933
187 655 597
199 143 93
293 631 626
793 257 104
881 467 560
289 218 556
55 888 693
282 33 988
380 412 282
232 844 749
427 673 145
854 63 568
868 651 960
883 645 746
390 869 146
259 836 200
805 143 790
480 136 985
141 733 760
80 801 493
815 585 995
117 581 382
740 708 573
699 712 457
878 641 962
695 305 606
379 455 510
581 855 829
199 822 435
464 468 469
540 385 98
416 428 262
291 162 529
373 509 921
254 855 239
668 824 6
68 328 760
294 595 172
278 876 478
489 180 20
828 312 619
130 321 72
272 631 282
628 64 584
422 348 668
176 619 130
291 850 961
513 650 922
774 680 153
682 833 160
347 741 779
625 68 52
322 380 190
196 576 917
871 824 793
755 549 281
38 879 814
575 730 95
463 44 677
140 547 300
444 479 658
848 885 571
769 483 201
823 131 76
147 809 804
797 720 163
236 511 777
389 699 552
214 299 218
412 766 857
664 818 686
578 488 919
897 693 874
46 137 555
538 99 580
579 26 196
262 796 803
49 822 92
452 843 107
781 93 429
603 733 517
15 618 46
586 801 563
70 36 924
748 32 257
70 388 574
203 672 930
326 289 978
320 756 379
393 433 707
120 575 391
638 17 220
312 857 717
245 338 718
254 425 933
77 532 733
65 758 767
316 487 957
401 359 837
208 616 666
332 430 882
698 147 290
471 518 906
770 603 643
364 226 664
679 122 818
106 159 403
214 628 751
888 292 298
165 253 58
61 681 164
826 456 637
499 515 943
725 116 700
221 109 255
596 749 237
172 312 137
406 461 158
727 122 368
143 354 65
670 697 60
512 896 405
623 870 204
505 190 964
507 55 36
133 399 230
480 784 673
566 18 659
726 561 575
418 286 147
869 657 931
98 701 268
31 467 678
501 602 401
152 855 383
860 117 190
300 828 852
114 271 992
227 421 16
494 822 396
323 522 887
505 406 33
165 866 817
595 201 703
5 528 539
199 246 63
114 261 128
273 770 533
490 715 832
253 363 143
876 228 970
120 759 66
218 791 773
759 583 787
104 390 836
562 631 224
669 667 748
359 466 440
208 520 974
53 25 754
416 226 669
280 373 933
340 674 45
421 54 45
80 604 305
417 300 646
844 457 529
114 132 863
81 312 928
371 438 646
272 425 727
341 872 721
611 539 443
841 435 630
345 271 1
729 326 421
162 200 157
624 185 6
9 519 824
889 791 74
173 33 10
442 365 155
448 286 637
787 808 677
113 328 914
623 233 681
610 317 264
395 82 258
606 543 667
136 59 736
271 791 937
36 625 112
727 495 952
355 404 593
450 61 862
850 129 783
376 475 673
412 176 884
892 609 530
98 669 241
429 347 136
405 784 470
873 311 48
860 800 170
56 897 669
479 133 286
687 89 540
398 833 238
516 533 932
231 568 554
703 481 22
247 862 564
558 678 275
311 257 588
401 265 333
675 211 306
235 375 267
292 191 166
337 732 220
58 736 26
459 477 933
706 363 292
822 870 455
689 656 452
445 722 938
183 156 98
187 632 49
695 423 209
813 726 393
500 763 213
691 856 65
162 203 538
633 498 316
573 547 902
723 323 641
460 829 66
153 339 415
21 242 714
155 164 982
180 191 101
6 54 579
845 767 72
748 702 608
339 144 360
422 721 407
875 689 997
603 683 318
553 551 932
327 338 800
863 200 128
827 733 281
545 887 826
78 820 365
803 333 746
624 744 107
260 213 464
812 659 816
614 145 966
675 274 435
831 583 611
870 661 498
41 175 692
563 715 162
472 613 925
102 556 42
619 351 672
651 201 251
834 456 508
109 82 924
166 589 868
645 444 452
717 103 399
96 850 772
652 271 752
327 654 606
568 627 977
188 784 353
803 564 850
516 406 136
437 506 733
105 486 201
90 668 391
252 131 333
496 21 503
506 419 280
245 63 477
817 706 563
204 637 204
795 775 178
348 792 253
693 102 458
440 786 72
97 695 124
277 500 492
409 195 298
640 438 199
858 646 105
845 874 377
77 614 209
867 529 162
461 607 343
14 540 201
622 178 118
533 347 942
341 398 862
384 38 672
481 625 34
497 579 608
200 203 955
506 164 665
564 98 647
795 416 438
691 893 152
816 684 667
124 661 330
566 155 883
539 526 235
849 90 504
854 458 464
565 879 467
67 308 38
832 782 371
224 822 371
150 623 119
677 836 765
646 854 163
382 696 739
385 52 33
823 142 532
13 637 428
157 249 359
871 244 714
478 798 587
397 597 774
797 16 216
577 595 71
93 770 924
105 732 635
138 755 39
609 63 365
188 807 594
632 56 766
200 185 904
526 381 464
625 40 88
334 548 196
124 52 728
535 839 457
649 125 559
857 97 881
628 222 798
275 780 690
399 224 635
598 206 341
781 860 303
794 220 517
765 584 583
411 208 236
283 406 309
307 171 464
24 359 275
619 790 290
518 725 799
607 832 304
769 830 623
120 753 642
737 787 964
194 862 174
451 332 641
207 564 969
544 182 263
278 380 432
102 709 66
499 650 953
622 791 498
713 622 347
550 196 808
513 386 594
405 17 285
182 652 858
576 61 80
7 834 87
168 200 217
817 192 294
534 229 135
579 772 827
384 488 801
719 457 863
492 812 280
187 322 804
601 583 991
545 686 890
38 314 691
824 185 137
322 384 229
887 805 974
10 784 882
730 105 258
388 396 88
356 527 935
444 467 363
374 819 346
188 582 14
691 326 354
516 722 154
273 466 730
501 852 375
817 585 333
809 608 185
335 604 538
145 644 185
564 451 211
568 79 224
699 822 962
476 298 569
173 482 36
89 504 977
183 523 912
385 413 857
258 182 354
791 845 602
811 106 10
350 14 724
822 462 573
142 236 792
815 580 159
482 24 38
121 485 629
572 79 535
534 406 842
755 164 895
673 348 895
397 698 388
621 215 898
870 497 293
374 196 368
231 567 208
879 302 917
403 676 658
412 166 626
185 98 873
831 283 858
597 859 386
507 144 333
59 20 956
390 442 145
73 187 386
167 548 59
461 63 157
765 386 597
69 609 818
228 634 187
64 779 647
228 424 62
61 679 77
460 857 82
498 166 458
143 393 442
548 131 356
700 66 629
64 845 71
92 200 483
344 721 951
69 429 1000
141 598 768
396 254 812
537 798 216
806 252 87
624 666 196
207 430 449
758 764 441
3 9 959
558 462 61
794 797 666
894 319 491
862 621 747
878 692 682
5 157 612
807 896 398
811 27 776
823 695 38
573 320 349
392 68 818
624 788 234
148 894 675
821 674 869
559 72 3
418 432 950
885 651 332
24 502 971
13 424 469
438 534 748
496 437 579
804 323 874
692 480 410
212 231 594
339 16 737
494 313 183
637 528 940
354 525 34
375 298 53
242 24 829
193 643 236
395 134 892
374 691 46
91 196 37
466 867 825
356 369 779
636 371 782
64 271 654
736 273 839
850 701 84
827 722 663
856 399 296
211 517 599
454 536 426
826 469 395
344 655 411
330 838 131
205 446 707
154 280 106
227 732 845
11 197 476
828 567 804
356 763 557
317 705 988
127 295 910
593 825 804
288 159 701
494 457 233
616 55 1000
480 861 930
893 272 371
59 18 621
761 378 370
266 840 508
200 817 966
891 138 832
593 519 171
693 645 909
36 176 120
774 383 447
745 455 623
774 661 157
410 208 15
301 527 576
673 786 940
478 525 484
891 888 387
773 394 628
53 647 237
294 824 530
337 26 481
483 766 577
336 334 883
114 84 765
656 56 413
613 583 854
322 819 173
160 260 345
597 48 415
773 898 839
392 346 797
866 335 126
799 778 200
613 13 546
695 854 742
228 807 801
837 625 241
710 593 339
386 46 46
639 150 693
754 776 583
529 709 125
778 331 473
474 749 502
840 483 641
694 146 506
560 468 356
240 486 21
331 563 630
691 81 491
709 257 398
619 472 41
807 507 856
206 325 555
894 830 847
259 216 961
310 104 385
342 272 119
419 256 173
161 100 410
132 520 486
93 244 384
24 21 706
321 652 651
716 476 10
252 716 540
489 278 542
682 607 556
243 516 671
223 700 251
322 191 557
91 317 775
28 337 44
675 141 974
237 617 470
491 516 970
385 315 495
14 230 204
737 649 588
633 790 429
862 456 140
393 795 15
659 237 887
366 216 138
308 441 310
476 836 223
703 873 431
619 465 861
205 391 486
804 583 777
282 829 851
457 134 20
302 337 199
704 507 58
800 790 70
235 50 234
704 460 909
717 396 943
715 688 220
764 833 96
312 14 764
121 536 984
440 657 39
327 833 574
401 123 233
261 426 819
825 548 576
6 367 534
835 14 921
737 252 727
766 601 730
727 881 183
179 72 907
764 440 428
27 3 749
438 576 213
659 754 179
254 380 793
587 245 320
473 230 308
133 563 452
422 893 34
759 644 513
270 108 1000
810 81 283
275 717 479
217 203 704
101 40 605
883 802 175
878 233 989
435 218 898
680 538 459
296 774 470
703 510 380
456 252 825
470 22 475
398 391 600
409 791 889
793 843 607
876 155 928
73 17 870
797 684 238
701 434 479
394 797 970
405 36 283
825 873 887
244 670 463
849 36 101
225 542 690
435 53 939
388 103 605
229 111 479
703 309 722
738 104 683
642 536 307
72 647 724
326 668 610
20 865 31
684 676 350
608 247 937
734 611 990
443 635 738
390 631 93
352 120 363
35 311 663
214 502 987
668 633 519
898 15 993
780 796 121
540 547 116
161 126 875
344 812 166
807 1734
8 74 472
711 419 442
709 277 439
599 528 591
775 365 329
648 275 150
80 650 339
460 419 526
395 673 429
523 44 581
59 674 828
753 94 54
15 340 565
175 499 474
110 600 455
285 527 522
720 352 83
3 543 132
128 678 359
663 635 660
793 107 791
694 282 510
248 771 555
764 277 645
38 23 854
667 69 351
665 392 525
187 672 567
282 717 892
471 236 45
324 499 308
565 641 620
292 48 483
390 490 773
417 604 887
9 257 566
758 737 785
644 553 834
115 792 423
408 363 120
325 45 921
651 174 865
642 217 494
145 140 597
76 427 578
733 405 269
613 459 874
310 37 852
416 709 605
61 404 346
674 629 688
470 593 795
433 635 912
148 99 621
56 388 602
1 368 682
225 200 1
650 648 135
709 215 974
715 665 896
607 448 532
570 689 10
708 239 860
322 100 625
511 633 160
366 633 161
42 286 341
614 225 415
447 778 194
471 323 620
65 493 29
469 151 148
64 695 171
275 510 543
792 25 396
518 579 232
190 802 433
253 636 711
58 34 331
178 703 562
736 445 323
539 657 732
785 26 821
139 398 941
264 331 122
471 21 800
69 83 326
230 422 870
505 681 930
671 484 178
612 202 202
323 209 531
729 668 54
288 389 442
120 689 235
392 275 734
511 180 463
712 698 989
353 198 839
303 562 803
687 267 481
494 244 189
82 27 425
355 17 219
618 551 555
686 175 938
647 346 646
404 101 76
592 210 576
112 449 216
740 315 793
284 594 769
271 362 708
409 751 106
632 326 899
9 178 171
115 2 445
309 170 283
413 514 525
699 292 884
417 647 484
476 263 606
579 152 376
306 748 495
99 128 509
168 585 369
578 31 455
399 597 590
185 230 75
772 244 185
776 309 643
699 239 859
540 245 269
736 615 390
644 192 673
709 439 319
384 234 11
148 90 635
132 215 921
165 608 67
105 619 230
271 727 222
525 766 159
221 571 168
547 504 415
587 36 658
761 354 645
493 306 518
169 295 779
447 427 635
448 450 715
451 512 585
626 288 595
251 574 495
619 397 916
355 561 631
460 159 559
65 579 129
687 31 92
528 558 474
211 763 800
795 523 998
657 147 409
19 714 533
471 545 243
353 511 609
84 8 983
411 286 901
409 777 226
782 305 981
647 723 77
745 690 285
237 416 446
294 389 39
467 279 910
418 498 158
231 336 422
621 629 776
555 6 110
688 396 205
502 217 617
481 262 912
16 61 188
95 69 261
100 250 810
133 170 329
682 89 162
270 554 612
342 108 767
448 74 488
504 247 732
249 138 839
636 575 271
552 785 139
758 94 63
53 434 354
629 234 599
363 153 173
560 204 900
198 307 27
191 647 73
658 291 485
358 135 891
675 275 685
786 105 766
486 525 512
621 654 217
116 240 640
302 390 777
668 62 766
722 388 832
785 84 768
31 524 839
365 15 185
548 294 920
240 277 844
588 384 100
705 666 227
486 459 209
228 774 798
387 603 311
758 298 426
712 807 440
672 472 874
73 520 944
768 674 305
353 407 270
227 440 964
335 411 134
2 10 842
645 737 909
303 262 429
621 88 490
594 599 256
359 687 263
49 578 689
157 763 199
140 66 982
561 208 400
386 51 817
773 716 883
153 132 236
158 433 506
540 742 847
503 84 191
696 267 440
112 263 848
337 21 620
548 319 627
780 675 313
147 22 250
184 539 549
47 269 869
301 262 342
307 384 226
266 158 606
346 79 143
636 379 524
362 243 210
313 11 170
256 423 10
72 693 720
70 407 718
692 187 608
76 458 281
395 592 766
223 796 960
750 445 101
467 402 426
274 66 406
9 458 857
783 24 340
566 755 35
698 549 843
702 482 408
59 493 575
459 301 224
17 244 300
537 133 688
110 717 390
535 19 642
281 725 184
417 124 237
143 24 238
730 671 625
463 215 190
236 164 682
153 417 810
338 619 406
772 529 579
62 326 45
163 609 279
143 271 314
222 547 881
241 24 205
676 646 332
23 244 268
79 160 733
454 417 221
652 503 672
517 53 992
599 469 391
328 659 368
761 631 221
198 260 274
12 238 186
313 778 932
300 369 239
536 352 809
17 227 128
99 273 963
21 610 523
329 420 372
771 462 537
313 755 26
105 526 496
754 778 109
200 15 385
185 307 770
467 488 806
331 711 86
781 336 407
53 215 248
531 140 993
382 88 827
249 558 539
493 642 54
635 119 843
474 142 360
728 134 91
56 573 767
338 505 380
791 422 347
587 284 475
175 24 593
183 569 555
51 410 554
802 170 900
765 93 399
497 740 868
10 623 142
64 789 295
720 31 17
626 737 767
242 587 940
225 642 195
342 682 893
72 6 747
376 578 367
479 147 510
141 275 473
158 142 533
645 613 211
433 207 682
471 460 648
406 441 581
711 566 228
589 272 207
341 142 752
209 397 343
604 237 953
663 615 185
630 451 875
19 771 759
743 784 387
374 501 124
368 218 113
798 163 385
402 206 432
229 15 556
618 384 187
717 215 998
759 305 997
294 156 4
687 276 609
162 393 222
57 237 331
420 55 371
697 538 487
549 531 533
367 98 576
191 641 664
779 150 837
435 129 248
525 377 692
157 692 306
589 666 586
542 171 704
521 645 570
415 356 228
253 779 185
302 521 575
509 75 441
319 495 840
439 457 73
738 72 139
442 85 527
730 17 143
8 3 862
28 665 375
590 82 357
588 496 964
265 735 556
170 621 694
153 549 186
759 651 985
451 72 535
410 501 738
123 377 958
798 130 24
724 88 647
7 582 674
273 377 769
610 481 517
13 453 34
775 592 969
676 10 809
544 16 797
236 683 615
579 425 378
672 242 543
89 785 961
214 239 191
225 791 41
779 124 499
57 462 973
496 204 66
188 438 241
676 514 526
493 58 201
799 304 749
527 207 655
413 695 138
602 328 84
620 333 412
670 173 642
469 550 180
33 522 58
568 148 475
190 637 636
537 445 307
26 233 150
361 302 929
453 195 586
614 786 815
161 539 778
755 247 629
751 285 338
546 551 571
524 110 453
116 427 908
235 595 176
497 91 37
169 43 140
431 62 648
359 582 991
300 683 426
461 399 759
648 292 102
629 199 595
455 599 408
553 406 914
640 790 496
9 504 235
95 579 173
146 758 949
71 189 675
51 509 14
551 40 269
531 564 161
481 374 48
649 496 545
112 726 864
234 630 228
546 627 917
415 349 39
148 524 368
607 472 351
341 121 325
437 40 65
344 599 669
501 11 27
37 333 354
674 209 12
518 766 170
436 415 250
76 311 374
413 710 674
126 735 7
677 388 912
413 111 558
190 449 799
708 784 426
769 701 123
462 598 32
50 639 870
286 443 356
290 740 595
729 795 844
221 147 521
449 665 160
569 725 512
379 701 370
3 760 967
653 779 646
559 766 404
150 184 834
94 501 800
573 163 20
417 692 233
379 484 134
262 564 930
731 429 264
402 746 283
134 287 759
247 683 548
708 296 427
44 330 983
195 673 918
746 711 942
45 196 569
662 391 63
445 8 926
751 474 984
677 310 413
587 617 301
672 128 800
688 559 318
539 749 21
134 402 227
788 54 934
298 401 643
533 241 691
695 217 675
278 462 26
592 141 289
176 233 281
584 586 857
253 401 746
770 680 539
2 188 796
178 55 31
789 671 36
681 143 381
168 440 215
155 49 699
64 292 528
61 607 377
526 723 261
652 267 703
260 555 126
87 94 407
414 568 288
243 539 696
688 8 887
631 564 670
533 199 527
363 673 677
334 265 531
448 269 942
607 346 762
62 153 935
415 259 829
6 257 805
187 701 453
695 632 742
259 618 314
633 99 454
143 166 327
624 104 115
724 13 297
205 279 147
706 503 223
287 174 612
339 634 214
316 358 703
197 345 992
217 571 236
732 2 159
586 259 694
501 548 423
259 692 956
707 602 934
728 609 314
87 41 171
115 689 249
378 650 943
603 468 334
637 338 437
692 609 705
719 219 238
141 222 518
533 257 711
746 750 322
589 642 369
791 440 957
607 549 179
738 526 844
661 287 712
297 771 505
304 285 143
402 107 906
175 398 521
608 299 650
319 84 371
227 630 544
504 75 197
286 99 429
557 805 839
759 798 711
184 771 138
149 647 809
327 302 892
198 69 347
226 368 73
780 585 287
757 220 248
649 106 897
618 791 894
322 263 299
461 274 996
341 298 506
345 228 11
81 644 279
80 601 622
448 617 106
202 704 122
44 766 412
807 591 14
619 477 551
410 613 203
382 78 844
372 610 262
223 367 677
608 204 943
300 573 680
415 97 612
60 566 23
652 530 391
203 550 760
243 592 781
741 315 337
538 761 481
492 701 552
193 119 443
249 500 513
62 248 743
68 53 284
40 207 152
267 44 745
562 312 892
34 784 154
5 629 308
514 784 884
7 469 827
34 534 260
422 334 1
400 728 20
465 601 35
617 672 871
527 411 433
261 131 364
633 126 878
664 201 297
389 798 381
53 331 953
455 121 813
532 435 266
723 138 76
599 189 991
529 469 696
455 103 803
520 456 383
355 132 271
41 592 764
683 159 211
368 392 354
91 2 534
556 727 715
682 121 478
729 299 416
218 498 955
659 61 356
153 164 809
222 160 832
507 28 449
463 676 709
468 357 825
6 679 140
183 166 205
479 575 927
548 513 60
20 68 150
